BusinessAge_Years,Directors_PersonalCreditScore,AnnualTurnover_GBP,CurrentRatio,DebtToEquityRatio,Industry,HasCCJ,Default_12M
7,775,1391374.0142658344,1.3700875809467177,0.13143050303426718,Construction,0,0
9,429,781756.8136631993,3.2930299126558995,3.7783818095490114,Logistics & Transport,0,1
8,662,1100456.5513189263,1.6754718898504999,1.0248634173130737,Professional Services,1,1
12,591,1072110.3829160165,2.140101561670305,0.5196953205634495,Logistics & Transport,0,0
2,670,1703693.1927050052,2.0960650369527554,3.0956998956854407,Logistics & Transport,1,1
1,328,1687929.761550256,2.27129326946808,2.051861531880201,Professional Services,0,1
16,448,1673726.9152267342,0.6839928669298478,1.7917052074702686,Logistics & Transport,0,1
5,595,71511.6478118083,1.586528764396185,1.073062010762693,Logistics & Transport,1,1
3,310,1511613.694714332,2.6693848216476628,2.2351388104630425,Construction,0,1
12,811,1529418.9607164594,1.1016807532189488,1.1700999602900912,Construction,0,0
8,412,1372838.7045675267,1.1107351326390813,3.6161737206195634,Professional Services,0,0
3,486,1524716.0828883324,0.5302718200670742,0.9392974709594518,Logistics & Transport,0,1
1,526,1691842.224418582,1.8124457798246292,3.5489850867774386,Construction,0,1
3,609,967122.155498482,3.1482031420202663,2.281681160336692,Logistics & Transport,1,1
5,397,1028997.9163024719,0.655702830761927,3.33110372219144,Logistics & Transport,1,1
15,354,293192.41097721143,1.0733561284880078,2.8800993838577247,Professional Services,1,1
14,705,801482.9719423555,1.4302536150282652,2.8171109346033196,Professional Services,0,0
3,368,1304562.1008279794,2.6951742096926385,1.3649486500107173,Logistics & Transport,0,1
1,611,1571779.5634871854,2.4219067784077595,1.0121980327415936,Construction,0,0
5,588,473557.7404978606,1.747831713745565,0.9224562879550736,Logistics & Transport,1,1
14,847,318754.653360509,2.7772068177751272,3.443047462532396,Professional Services,0,0
7,447,1342931.9087759599,2.3288930349707058,3.2996645990101783,Logistics & Transport,0,1
9,766,53665.77287357575,3.1881223989716574,1.8182367592479987,Logistics & Transport,0,1
15,543,397826.5393992932,2.954080247416079,0.6163779926361729,Construction,0,0
15,790,106689.19167070978,1.2584408182676017,1.5907837827120876,Construction,0,0
10,806,375425.9798169983,1.3143157329026005,2.5154394711339543,Construction,1,1
13,664,403572.5958547352,0.8760694273771569,1.872172302471816,Logistics & Transport,1,1
19,781,805963.5097632686,1.5108941771523696,3.1427381470836804,Logistics & Transport,0,0
7,500,834537.8931387841,3.498631756157283,3.9907290067804033,Construction,0,1
17,453,1754811.8176899636,1.717253505845183,0.8454151449506977,Logistics & Transport,1,1
4,749,1044713.9393727091,1.161465304067319,1.8926381966723325,Professional Services,0,1
5,800,1460639.2929439582,2.787448653426659,1.780837217491206,Logistics & Transport,0,1
7,372,253067.84794456052,2.1274130103879685,1.2875208777209084,Construction,0,1
13,595,489605.573154203,0.9488043485808576,0.8725725152091293,Construction,0,0
15,316,1420739.7099084198,1.6420690434825973,0.3561992543096709,Logistics & Transport,0,1
11,516,152967.72291362978,1.74340914661803,3.559765337172424,Construction,0,1
4,360,998865.4413753186,2.7614891017076557,1.7374099209766387,Professional Services,0,1
13,341,1218769.483042721,0.5620141066757134,2.0378925221501905,Logistics & Transport,0,1
7,324,1224184.005902338,1.3070589403949313,3.676073987983572,Retail,1,1
19,338,94718.98197268197,2.052788903946566,3.1275328623121963,Construction,0,0
2,430,678110.6082469118,1.30654022735853,0.6089549300570184,Logistics & Transport,0,1
10,797,1291156.7695458503,2.3853021422569967,2.3051378736701955,Construction,0,1
13,528,340549.48549102474,1.9456024378238497,1.8247838784262806,Logistics & Transport,0,1
6,407,1406060.5142397038,1.585130764578742,3.2091231830571747,Professional Services,0,1
12,471,1504554.1571866653,3.3476258806115364,2.924506935686602,Professional Services,1,1
12,734,1964839.9213699833,2.3964784975593725,2.792582315453181,Professional Services,0,0
11,777,459191.8899699984,0.8898241168038237,1.428124858371598,Retail,0,1
7,401,1659004.8019489245,2.1802750923301866,3.2393585485570924,Professional Services,0,0
1,823,1064578.3249913754,2.842195559602703,0.3043260528199587,Construction,0,1
1,574,778252.0624811382,2.625469092478392,0.7225371155854522,Logistics & Transport,0,1
13,343,288634.676784097,1.0162676878857781,1.4089307646138558,Construction,1,1
9,316,1484235.9326506983,3.41725999712031,0.399549020170197,Logistics & Transport,1,1
3,629,509922.31833018985,1.846440937239818,1.0164776823852972,Professional Services,0,1
7,796,774272.9036524392,0.9770750112207839,3.3375888336918806,Construction,1,1
6,311,171957.34244986845,1.0405872623844439,3.7981809973813094,Logistics & Transport,0,1
8,617,1612665.4858480622,0.7947049765672415,1.287949187519343,Logistics & Transport,0,1
9,515,1544847.6217447044,2.910554325304803,1.1316116355564692,Logistics & Transport,0,0
5,638,1480550.8685825092,0.866091482965546,1.191581343761065,Construction,0,1
1,380,633914.845459179,0.8753757714252408,1.183104440668291,Construction,0,1
19,784,388286.1448186166,3.051414844282513,0.24012771052529466,Construction,1,1
10,673,1293228.865716948,1.533812253342679,3.7149737506913216,Construction,0,1
12,499,1017524.449020778,0.5925737129242173,0.9334227521242807,Construction,0,0
15,836,397592.3104640511,0.6556858985552326,1.7380158889174793,Logistics & Transport,0,0
9,765,1387526.9785472343,0.9265113401116867,0.1377788426897742,Logistics & Transport,0,1
17,388,1982696.542051542,1.1401800439270686,3.446024854568723,Construction,0,1
17,567,1507078.1960969735,2.495438582715216,2.9515136433741773,Construction,0,1
12,788,1492973.454036943,0.9719788400054847,3.7923485371774426,Logistics & Transport,0,0
7,837,1903109.8682146538,0.856623173531216,3.1483003688659563,Logistics & Transport,0,0
2,346,445725.9167710593,2.7941574244288376,1.3234553970030545,Logistics & Transport,0,1
3,587,1152822.4315968088,2.5131658515797435,1.0667060990408521,Construction,0,1
17,315,1960311.0943160728,1.8059726643657086,2.8210935994578423,Logistics & Transport,0,1
5,700,372323.51639184036,2.147929314440312,1.520039822540948,Construction,0,1
17,385,1415491.320916816,1.4359520609792553,2.308238561435205,Professional Services,0,0
17,549,1192329.7846452089,1.947501260706082,0.1244041370032339,Logistics & Transport,0,0
17,690,1193634.2297679787,2.0200179469482373,0.34135423655385344,Retail,0,0
2,634,1410457.7236641466,1.6617118135342879,2.1879349706084397,Construction,1,1
2,818,1862752.9996075842,3.219716632016488,2.307679421147844,Construction,0,1
5,436,1576034.782710109,0.5481855949430184,3.0306664833914403,Construction,1,1
1,797,159465.4016616095,2.8465137892737387,0.6146647465334507,Construction,0,0
1,776,1712819.638757637,0.873148493723973,2.101414026651437,Construction,0,1
19,522,489805.5933551786,2.8926420816115983,0.8583458132835855,Construction,0,0
2,671,784982.6212359254,2.3477357470301636,0.46346486629450934,Logistics & Transport,1,1
12,701,950378.9865441453,3.0298342728092074,1.700933596836163,Logistics & Transport,0,0
6,742,987766.7014684859,0.7925429769226924,0.7370129275473232,Logistics & Transport,0,0
4,789,898601.7785479458,2.176941902299322,0.9649497149500424,Logistics & Transport,1,1
11,572,1877838.9237209356,2.0032636407865914,1.338462861491057,Logistics & Transport,0,1
17,825,1426737.064944848,2.618579548890076,1.1116147628984654,Logistics & Transport,0,0
6,458,1280782.7596155773,2.102871655681027,0.4416060598831909,Professional Services,0,1
5,451,147191.95417673604,2.1222037013993127,0.4506733549528389,Professional Services,0,0
2,487,1812630.9940077306,1.788787830728194,0.8536727194132558,Retail,0,1
6,397,1823310.8744163725,1.4265032720220225,0.2971808330422019,Construction,0,1
11,430,1571415.4736886995,1.9467930837565766,2.543182376740016,Professional Services,0,1
16,470,63706.947436557355,0.8554770763052018,1.2205741943847177,Professional Services,0,0
16,482,161696.48960136552,3.3845400169492543,1.191009274299377,Construction,1,1
1,663,489186.219423555,2.6432322908797947,1.3947933475272842,Logistics & Transport,1,1
9,338,306131.34588256804,3.3574013500635402,2.6849054694179144,Retail,0,1
6,826,827730.2579222724,1.1801821469898899,3.495472137785613,Construction,0,1
16,796,1849114.96327119,3.138023060529584,3.06043903696699,Construction,0,0
3,815,970517.8466841467,2.9263699536906156,2.9373639978778705,Logistics & Transport,0,1
4,648,76135.12154272295,2.531457237373021,1.9891256238433122,Logistics & Transport,0,1
19,696,601354.0946785859,2.3750875582556175,2.805841672172906,Professional Services,0,0
3,460,136960.071327275,1.44964899580361,2.2557732353309743,Construction,0,1
19,315,120760.86409632921,2.9492323548950923,0.9433770599274627,Logistics & Transport,0,0
7,792,587653.7135363269,2.0045463844392013,0.9134946341900978,Logistics & Transport,0,0
9,725,587444.0604239436,0.7126747276738561,1.2559288268136055,Construction,1,1
1,407,1584896.875073128,1.43858948256539,3.652130416782272,Construction,0,1
8,749,1950927.5729231683,3.3058912956359827,2.234917877480931,Logistics & Transport,0,1
7,610,773853.8330854967,3.0520407818145388,2.962230970307291,Professional Services,0,1
18,469,886329.4137790253,3.4457170942296176,1.4515791632845356,Logistics & Transport,0,1
8,845,1697339.4007577419,2.383980147812294,1.6900915055943786,Logistics & Transport,0,0
1,713,572871.0891862512,1.2425302194212358,0.5897057566852804,Construction,0,1
11,550,354944.5185867235,0.9884451490305913,0.7680503355045144,Logistics & Transport,0,1
18,440,1713524.7656371184,1.060743321825385,3.326690563821968,Professional Services,0,1
10,573,140676.14355812772,0.5593869750417632,2.38087066358664,Professional Services,0,1
3,715,1258413.9083888605,1.6720463329578177,1.4163766169468939,Professional Services,0,1
7,338,1145886.0525602733,1.0742830414986275,3.231119715082629,Logistics & Transport,1,1
16,328,724544.8726283038,1.7349663813701073,1.0614276319881337,Logistics & Transport,0,0
16,776,664619.5661398501,3.3049832955162963,3.906527524540795,Logistics & Transport,0,0
17,617,1555122.5660541616,1.79162062852157,1.444788670210062,Construction,1,1
2,544,218527.99098696565,3.1339534909545046,1.4155127211897875,Professional Services,0,1
1,571,511729.4031572015,2.3165142998476296,1.3164564315931504,Professional Services,0,1
16,739,1478275.0270842751,1.2413946639841758,0.5762349121047229,Professional Services,0,0
12,538,1119225.1382665273,1.5675642777776342,0.5334348745948484,Retail,0,1
5,676,299577.00664049346,0.7517586074642882,2.6276096346830813,Professional Services,0,1
5,565,1770164.447850017,1.5003877807880315,3.5129603737763833,Logistics & Transport,0,1
9,658,817223.3007990036,2.532622836510602,3.1830299900595267,Logistics & Transport,1,1
9,639,1664343.331878237,0.7163332787883055,0.6503196166832692,Construction,1,1
3,688,1586040.3802790318,1.116204225434088,2.227770274989059,Logistics & Transport,0,1
19,302,1267629.6206198698,1.6443231242399343,0.511807029308896,Logistics & Transport,0,0
16,728,1014238.2060254313,3.446148611047888,0.276649110091002,Construction,0,0
16,441,1960124.138744426,2.8545854688766408,2.6599048516005923,Professional Services,0,0
3,675,332681.8911406432,2.7004602394763118,2.1870941013533662,Logistics & Transport,0,1
1,623,1464053.6687246738,0.8485728695763379,0.4198923723247363,Professional Services,0,1
11,445,422821.86785633856,2.842987680844974,0.23626306098335492,Professional Services,1,1
17,592,709613.0553980793,2.8558064345480454,3.960050012296405,Construction,1,1
8,731,651962.5495777307,2.3033080868729847,0.21708319538138032,Logistics & Transport,0,0
4,698,1896720.1760905099,3.4710853459951156,1.8336601868956226,Logistics & Transport,0,1
6,643,1936344.5466871366,1.475761717773656,2.068014195970013,Professional Services,0,1
8,439,406880.11625771795,3.323817344725555,0.5573925764217357,Professional Services,0,0
3,486,92968.56258013316,3.244193344869511,0.7593409359148934,Professional Services,0,1
16,360,1454015.6773430705,0.5344419792481335,1.4720395250003748,Construction,0,1
3,679,865080.3710474444,1.8503495794244331,3.070535917233284,Logistics & Transport,0,1
18,739,223238.47792075056,3.43131269915472,2.07762145383504,Logistics & Transport,0,0
14,618,1383320.5058752329,0.8093640872242274,2.58781731075655,Professional Services,0,1
18,601,1112955.7801083643,2.1433540831499585,3.9421807648536316,Logistics & Transport,0,0
2,643,1962007.8029021567,3.436872521123312,3.095221197721518,Logistics & Transport,0,1
3,310,493448.5169296889,2.1664862723175804,1.7940098427507492,Construction,0,1
16,361,837756.8588367691,1.0694459089164678,1.84112349500654,Logistics & Transport,0,1
9,525,1107964.3166210747,2.246549690277769,2.5132111004599196,Logistics & Transport,1,1
4,452,1593814.9774840358,1.1133217218486404,2.694924312833727,Construction,0,1
1,609,1120235.3806041144,2.0591127886834526,2.052772610763018,Logistics & Transport,0,1
4,542,1245155.3136808008,0.722126653737044,2.614958768978422,Logistics & Transport,0,1
1,792,490986.7506003845,2.316448007643214,0.1917767282149852,Professional Services,0,1
14,665,1701491.5197726917,2.0503698173844747,1.7755291691976922,Professional Services,0,0
16,629,885829.5665924277,2.720484106284389,1.1878584966865595,Logistics & Transport,0,0
8,406,324871.27366745006,2.392101413476355,0.6037803364481305,Professional Services,0,0
7,525,1345166.433285564,2.14881880559227,0.48823139995422304,Logistics & Transport,0,1
3,517,471376.3837113496,2.5693365477443635,2.4524494458972033,Construction,0,1
17,805,240246.89496663449,0.9318257407166926,2.1420421338951856,Professional Services,0,0
1,558,1730874.471388331,2.286078983775812,1.0889780562858398,Professional Services,0,0
16,816,947316.4157524573,1.016331808468333,1.9367052292128066,Professional Services,0,0
12,353,1511103.2397567641,3.2765666235556425,2.019706029211392,Logistics & Transport,0,0
19,346,616645.7416223924,0.7050023145368126,0.8605350237106016,Logistics & Transport,0,0
14,820,1584591.7630894494,1.7911242490723798,2.643162941338437,Professional Services,0,0
6,398,268275.0576919841,2.5873924329663347,3.145585489905753,Logistics & Transport,1,1
6,319,744148.0788999628,1.8740666350047763,3.186707809469124,Logistics & Transport,0,1
13,789,1957220.5450483807,0.7762857596987071,2.449632339743475,Professional Services,1,1
19,718,1598279.9469176119,2.160137048380122,2.095390471824155,Professional Services,1,0
8,361,1019649.064113642,2.4248957264820636,0.33792785772104006,Professional Services,0,0
2,444,712566.0695456759,2.611376932971523,1.2225420655212629,Logistics & Transport,0,1
1,515,1750664.6150438292,1.6197794433882766,0.46375864243486264,Professional Services,0,1
15,302,1112453.1302148055,2.1909799130862866,3.858910327426047,Logistics & Transport,1,1
1,459,1528928.7848447666,1.8520594248167392,0.6268125702804667,Logistics & Transport,0,1
5,419,1520509.97661652,2.51616811625676,0.6919240984192979,Construction,0,1
16,388,84994.07320855907,2.2506709019744555,3.5693488114889194,Logistics & Transport,0,1
19,628,296194.8764455962,2.0772686586774047,3.7813203055581854,Logistics & Transport,0,0
4,656,1336277.2644697474,1.2485731005147458,3.0867332530161486,Construction,0,1
3,566,365158.6320074493,0.5060555532447018,0.1210792023234125,Logistics & Transport,0,1
17,622,548212.0220784291,1.022245025934288,0.10525045673059844,Logistics & Transport,0,0
17,840,1895944.010689234,0.851198124272506,1.5745930021710581,Logistics & Transport,1,0
12,494,1142355.4038310782,1.8472542350328403,0.6592419430424808,Construction,0,1
14,631,1513922.538648727,2.336774452285534,0.17170595439122943,Construction,0,0
6,469,1138062.4406261477,1.1392550260544245,1.9098600886775683,Professional Services,0,1
3,820,1127401.548826314,3.3171712879015613,3.777941399887189,Professional Services,0,1
9,762,233596.2247451109,0.5200463876716633,1.3628963421194826,Construction,0,1
5,339,720143.2255877509,2.8169030454960287,2.6784486458719163,Professional Services,0,1
17,836,600740.2524386978,2.375614308591327,2.643717877216519,Logistics & Transport,0,0
14,560,811920.3129465458,1.6206644031430457,1.0792124042941542,Logistics & Transport,0,0
3,694,1606771.1670374402,0.6514668332372238,2.636658470413071,Professional Services,0,1
1,525,775268.7024378865,2.382459715352838,0.9281024997188759,Logistics & Transport,0,1
1,423,930808.7975017813,1.6568405385969442,0.5758289129498673,Retail,0,1
3,337,824893.7114463672,3.3088014182396575,2.8353948136827913,Construction,0,1
18,627,232145.5453518264,2.125970224669298,0.5424191867052752,Professional Services,0,0
10,550,910090.7085890282,3.3189545338805244,3.9879459524984857,Construction,0,1
3,475,431438.0824368043,1.1614510804199123,0.8154643644858943,Construction,0,1
8,753,414110.4267574309,2.6771777310923097,2.4171532647501843,Logistics & Transport,0,1
14,336,233370.40364681938,2.351747062546177,1.7043608285090985,Professional Services,1,1
18,615,745508.3995764413,2.7182246894939355,0.5929070473821018,Construction,1,1
15,413,1527089.6753393637,1.1440035919176104,0.20859123955191225,Retail,0,1
2,339,589061.2966376223,2.4949835487133214,2.52865590094205,Logistics & Transport,0,1
10,600,659080.7486767515,1.994121179170607,3.246354498777592,Logistics & Transport,0,1
2,523,1303215.582461226,2.728474924718949,3.3838610798763016,Logistics & Transport,0,1
17,617,431889.58454449184,1.4811339324554533,1.9825825450000445,Construction,0,1
8,648,1799067.964325892,3.1701710763957576,3.132076322011304,Professional Services,0,1
1,414,1064371.5203405311,0.7529039438340511,2.7241038206053245,Logistics & Transport,0,1
9,622,922825.733624423,2.921567956373564,2.9245926572466194,Construction,0,1
11,339,1137749.3742619427,3.0839588774452724,2.021136120365075,Logistics & Transport,0,1
16,339,373766.9111615811,2.9517569341004637,2.570305786944296,Construction,0,1
7,588,1246272.6203463937,2.038179182785328,3.241551062946622,Professional Services,0,1
10,561,758046.4364363203,1.815154940092284,1.6517482846723899,Logistics & Transport,0,0
3,515,1799513.3648810068,3.4887868595746303,3.2433177133835764,Construction,0,1
18,446,379265.703021488,1.1875158536424864,2.4088656868773453,Retail,0,1
13,635,1038749.65253761,2.140627897628134,0.7470139950460664,Professional Services,0,0
7,467,1216319.6272695852,2.512026576146977,0.19626821317588,Construction,0,1
4,391,115098.0234834434,2.602602907584296,1.514739041556693,Construction,0,1
13,652,759201.5932744734,1.112073997215736,2.2321156803557254,Logistics & Transport,0,0
1,662,1478638.7076666239,2.4619822770194038,3.3752993735936045,Construction,0,1
8,644,1649736.139525498,2.955108699444012,0.5971941525469602,Professional Services,1,1
14,469,660665.8898937006,0.6500557304633366,3.2208047559659585,Construction,0,1
16,655,1607256.8811463648,3.2345638799759495,3.465735279662185,Logistics & Transport,0,0
14,490,1937123.9603516082,0.5885121654356178,0.6876811993032518,Logistics & Transport,0,1
12,721,1720904.1753464334,1.567913097465183,3.421217845286454,Logistics & Transport,0,0
19,306,279405.77691068413,0.5474395886988862,3.9666689145868888,Logistics & Transport,0,1
15,432,1492474.1475668042,0.7314355056187456,2.9346714410881263,Logistics & Transport,0,1
2,330,673350.3232590623,3.2335048555402373,3.160601759117453,Construction,0,1
2,834,1977411.1793535491,1.5645824922384435,3.9782195434796064,Logistics & Transport,0,1
19,725,996450.0171617799,1.7743145912751586,2.461376877051187,Logistics & Transport,0,0
17,693,288746.101799935,1.146033144147658,1.3007568898633728,Construction,1,1
10,662,1464111.818653412,2.2912873105601594,3.3663702528966173,Logistics & Transport,0,1
6,736,679871.836853117,2.284409644033369,2.496494532295362,Logistics & Transport,0,1
15,381,1994302.4063092403,1.6166011754756577,2.3666621525117306,Logistics & Transport,0,0
11,655,1960575.7928163176,1.499104615416195,1.0891786665047491,Logistics & Transport,0,0
5,557,1329461.3351401323,3.1548929245417634,3.049703651373258,Construction,0,1
1,823,303161.5754558493,1.6498527189266041,0.41850237585437544,Logistics & Transport,0,1
8,594,1389378.9454663068,1.9805029764632247,3.704719576099179,Professional Services,1,1
12,523,231409.44859705307,1.349914287274792,1.3707114970048906,Retail,0,0
12,824,107260.11024966501,2.8603085100713823,0.5983211458809627,Professional Services,0,0
5,345,1654768.9701318978,1.6923444706972748,1.8252294790994334,Construction,0,1
7,412,459018.24798317865,2.0408331396329737,0.2656326461004793,Professional Services,0,1
4,532,789102.8961272399,1.2600715101789843,2.7700421576333687,Construction,0,1
6,316,1948241.9104535377,3.4629787770237552,3.620551490736889,Logistics & Transport,0,1
13,659,706838.9786291514,1.3744872227711686,3.365325727840184,Logistics & Transport,0,1
15,522,628155.0735024648,2.812227592716655,0.5967409464467361,Professional Services,0,0
3,747,1840505.5992644117,1.7824869510702777,0.5924574347201542,Logistics & Transport,0,1
8,664,265959.4683719683,1.1186522152524196,3.2723944810646297,Logistics & Transport,1,1
16,625,1531185.699723532,2.8991562918945837,3.7045916709521522,Professional Services,0,0
13,766,1976727.8549729092,1.5008203670871296,1.8966123363506078,Professional Services,0,0
18,713,1807527.2210105653,3.095580042193433,2.045987355963687,Logistics & Transport,0,0
10,754,1320752.4414775306,3.2457715547534693,1.341221961404331,Construction,0,1
19,532,662418.5502358273,3.079471506173828,3.5876339612000145,Logistics & Transport,0,0
17,523,545927.8632977176,0.605023744420417,2.6151213306401884,Professional Services,0,1
19,711,1647547.4544993492,2.862120035015317,1.2241811509527372,Logistics & Transport,1,0
5,634,1765652.7322058058,1.7340183994974316,1.2652531971115812,Logistics & Transport,0,1
9,521,1074598.0794641012,3.1211687605466754,3.5756802849480493,Professional Services,0,1
12,336,526462.884533609,2.4138627880542165,0.15317269323270372,Construction,0,0
1,577,270239.25640178844,3.000929402431875,1.3586336336338898,Construction,0,1
